PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,m_DistanceToCurrentIndicatorCube,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,m_TeleportPositionStep.x,m_TeleportPositionStep.y,m_TeleportPositionStep.z,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.29917,5.598268,0.6791143,-35.12344,44.87187,-14.82825,-34.86457,44.02183,-15.03484,-35.30079,44.02861,-14.59636,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.31113,5.735929,0.6925702,-35.13499,44.87223,-14.83481,-34.86053,44.00861,-15.0114,-35.34319,44.02499,-14.66296,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.32048,5.864917,0.7049108,-35.14675,44.87132,-14.83808,-34.86704,43.99239,-14.98135,-35.3461,44.0155,-14.70482,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.33503,5.997398,0.7269843,-35.16785,44.87046,-14.84122,-34.89422,43.97382,-14.93754,-35.3341,44.01567,-14.70931,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.35591,6.130602,0.7507501,-35.18725,44.87593,-14.85306,-34.92505,43.9665,-14.87828,-35.31277,44.03212,-14.69229,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.37093,6.26244,0.7787702,-35.18881,44.89681,-14.86971,-34.94013,43.97904,-14.80027,-35.33685,44.03162,-14.7016,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.36957,6.397742,0.8137184,-35.16399,44.9134,-14.88471,-34.94218,44.00951,-14.72977,-35.37534,44.01653,-14.74154,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.35128,6.530521,0.8414181,-35.13733,44.91258,-14.88085,-34.93922,44.0134,-14.69137,-35.38542,44.01815,-14.76361,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.33104,6.663988,0.8633647,-35.11913,44.91279,-14.86876,-34.93419,44.00195,-14.69363,-35.3964,44.0277,-14.75838,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.31217,6.799348,0.8829477,-35.10426,44.91285,-14.85607,-34.92145,43.99613,-14.7185,-35.39131,44.03198,-14.73882,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.29752,6.9322,0.8989753,-35.09096,44.91322,-14.84739,-34.90138,43.98943,-14.76907,-35.36473,44.03505,-14.69908,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.28782,7.066778,0.9122267,-35.07832,44.91365,-14.84427,-34.88007,43.982,-14.84305,-35.31353,44.03844,-14.65122,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.28394,7.210471,0.9297063,-35.06232,44.91392,-14.85046,-34.87058,43.9836,-14.9188,-35.24732,44.04304,-14.61202,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.28976,7.340205,0.9502926,-35.04946,44.912,-14.86626,-34.87329,43.99004,-14.97973,-35.17392,44.04252,-14.59618,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.30189,7.482769,0.974565,-35.03918,44.90873,-14.88794,-34.88771,43.99629,-15.0319,-35.09635,44.03958,-14.60867,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.31598,7.612715,1.001959,-35.0279,44.90518,-14.91264,-34.91195,43.99797,-15.08337,-35.02308,44.03082,-14.65154,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.32982,7.792714,1.03806,-35.01291,44.8876,-14.93981,-34.93237,44.00126,-15.15645,-34.9422,44.01852,-14.72664,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.32724,7.975809,1.05177,-35.00162,44.88947,-14.94419,-34.96365,44.00394,-15.20863,-34.86512,44.03962,-14.81815,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.31773,8.102773,1.06255,-34.99487,44.89281,-14.93717,-34.9722,43.99657,-15.19922,-34.85302,44.04512,-14.83067,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.31024,8.244817,1.075195,-34.99482,44.90128,-14.92797,-34.95439,43.99407,-15.17276,-34.87118,44.02844,-14.77723,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.30329,8.380551,1.084053,-34.99393,44.90367,-14.92014,-34.91102,43.99981,-15.12986,-34.90791,44.01414,-14.71074,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.29229,8.548937,1.09628,-34.98677,44.90077,-14.91177,-34.84818,44.01485,-15.09204,-34.96593,44.00294,-14.67118,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.28259,8.711469,1.114801,-34.98954,44.88878,-14.89858,-34.82677,44.01917,-15.04887,-34.98021,43.99701,-14.68365,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.27336,8.847044,1.131809,-34.99368,44.88151,-14.88489,-34.83745,44.00922,-15.03346,-34.96292,44.00946,-14.6698,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.27277,9.013634,1.14004,-34.99827,44.88614,-14.88098,-34.87017,43.99883,-15.02412,-34.95211,44.0183,-14.64622,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.26731,9.182554,1.14875,-34.9978,44.88178,-14.87483,-34.89555,43.98629,-15.03733,-34.96023,44.01015,-14.67124,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.25284,9.381447,1.168749,-35,44.87565,-14.85607,-34.901,43.98173,-15.04323,-34.95181,44.01464,-14.67677,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.25141,9.518278,1.171542,-34.99803,44.87663,-14.85566,-34.89027,43.9825,-15.04212,-34.95921,44.01326,-14.67419,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.25479,9.689357,1.178638,-34.99504,44.87812,-14.8617,-34.86392,43.99261,-15.02037,-34.96517,44.00826,-14.66303,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.26009,9.855475,1.189394,-34.9908,44.8818,-14.87084,-34.85587,43.99764,-14.9972,-34.95827,44.00958,-14.6707,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.26505,10.03074,1.198727,-34.99026,44.88836,-14.877,-34.86758,43.99482,-14.99307,-34.95005,44.01181,-14.65899,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.26755,10.21697,1.206115,-34.99472,44.89106,-14.87694,-34.88451,43.99123,-15.0228,-34.95058,44.00623,-14.63322,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.26338,10.35258,1.214623,-34.99846,44.89021,-14.86944,-34.89164,43.99309,-15.04457,-34.95218,44.00446,-14.62577,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.25841,10.52006,1.227455,-35.00528,44.89199,-14.85881,-34.90075,43.99164,-15.05552,-34.94722,44.00637,-14.65966,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.25598,10.65068,1.235968,-35.01067,44.89154,-14.85227,-34.903,43.99063,-15.04858,-34.95141,44.00072,-14.6723,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.25595,10.78637,1.241848,-35.01546,44.89199,-14.84899,-34.89719,43.99234,-15.0326,-34.94978,44.00075,-14.66803,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.25721,10.98634,1.248994,-35.02199,44.89203,-14.8461,-34.8797,43.99698,-15.02066,-34.95771,44.00117,-14.66526,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.25394,11.15284,1.257287,-35.02618,44.8926,-14.8393,-34.87369,43.99642,-15.02095,-34.96655,44.00092,-14.66336,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.24907,11.28744,1.263216,-35.02622,44.89249,-14.83339,-34.87186,43.99379,-15.01979,-34.97482,44.0004,-14.65842,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.24405,11.4554,1.270698,-35.0279,44.89169,-14.82621,-34.86685,43.99061,-15.01292,-34.98431,44.00005,-14.65504,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.24282,11.58862,1.274168,-35.02969,44.89052,-14.82354,-34.86106,43.98932,-15.00237,-34.98902,44.00046,-14.65322,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.24079,11.75578,1.282046,-35.03456,44.88842,-14.81785,-34.85813,43.99704,-14.98527,-34.99529,44.00014,-14.65601,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.24154,11.92439,1.284263,-35.03654,44.88784,-14.81742,-34.87064,43.99995,-15.00355,-35.00245,44.00041,-14.65204,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.24157,12.06326,1.285137,-35.03626,44.8874,-14.81765,-34.865,43.9992,-15.00291,-35.00574,44.00053,-14.65005,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.24096,12.22705,1.286223,-35.03551,44.88759,-14.81742,-34.86414,43.99834,-14.99712,-35.00539,44.00066,-14.65019,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.23974,12.39532,1.288015,-35.03449,44.88747,-14.81664,-34.8687,43.99614,-14.99165,-35.00441,44.00061,-14.65057,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.23842,12.53425,1.289536,-35.03384,44.88744,-14.81549,-34.87067,43.99517,-14.99038,-35.00448,44.00029,-14.65039,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.23538,12.69192,1.295943,-35.03632,44.88531,-14.81019,-34.87125,43.99379,-14.99263,-35.00473,44.00035,-14.65003,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.22871,12.83331,1.315133,-35.04541,44.87607,-14.79617,-34.8711,43.99221,-14.98995,-35.00574,44.00311,-14.64976,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.22924,13.00126,1.32171,-35.04794,44.87431,-14.79512,-34.87815,43.99206,-14.98623,-35.01159,44.00334,-14.65343,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.233,13.13517,1.330029,-35.0442,44.87578,-14.8022,-34.87597,43.99486,-14.98835,-35.02018,44.00457,-14.65446,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.23647,13.2641,1.345251,-35.0364,44.86766,-14.8119,-34.86938,44.00346,-14.99584,-35.03758,44.01015,-14.63832,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.23876,13.40822,1.368326,-35.02653,44.84941,-14.8218,-34.86866,44.01311,-15.01825,-35.07082,44.00832,-14.63383,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.23807,13.56923,1.4032,-35.016,44.81761,-14.82875,-34.88009,44.0048,-15.08368,-35.13485,44.00098,-14.64694,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.22998,13.70503,1.426897,-35.00562,44.79671,-14.82637,-34.89241,44.00639,-15.1437,-35.19781,43.99554,-14.66074,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.22105,13.84023,1.445397,-34.99695,44.78126,-14.82169,-34.90344,44.01361,-15.17852,-35.25829,43.98606,-14.67108,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.22254,13.96851,1.456857,-34.99836,44.77313,-14.82265,-34.91465,44.013,-15.19564,-35.27061,43.98317,-14.66582,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.22182,14.11037,1.464284,-35.00048,44.77567,-14.82033,-34.92654,44.00629,-15.19315,-35.24025,43.99334,-14.64736,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.22311,14.24179,1.474977,-35.00618,44.78271,-14.81792,-34.91162,44.00346,-15.17343,-35.19884,44.00869,-14.6275,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.20847,14.37274,1.500495,-35.0084,44.79878,-14.79849,-34.89294,44.00158,-15.13791,-35.17948,44.0134,-14.61441,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.17727,14.57584,1.5651,-35.02696,44.8316,-14.74749,-34.86461,43.99615,-15.05373,-35.19768,44.01846,-14.59709,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.16756,14.74474,1.616341,-35.06015,44.84744,-14.71257,-34.85127,43.99583,-14.92831,-35.24876,44.0187,-14.58816,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.16875,14.94645,1.661094,-35.09423,44.86427,-14.69003,-34.83717,44.02841,-14.83941,-35.32902,43.99919,-14.60357,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.16759,15.15004,1.684297,-35.11019,44.86993,-14.67737,-34.80539,44.06902,-14.85278,-35.36156,44.00013,-14.56987,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.15958,15.34572,1.700766,-35.09875,44.87105,-14.67555,-34.75312,44.07987,-14.88178,-35.34404,43.98765,-14.52787,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.15037,15.51225,1.734485,-35.06825,44.86707,-14.68562,-34.73604,44.05962,-14.82172,-35.2494,43.9836,-14.50624,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.11965,15.68544,1.783142,-35.02206,44.87725,-14.6799,-34.73229,44.04995,-14.74105,-35.1093,43.98512,-14.51431,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.10107,15.8232,1.811125,-34.99561,44.88307,-14.67537,-34.76001,44.03792,-14.70173,-34.9995,44.00383,-14.5181,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.09305,15.98177,1.824989,-34.98506,44.88869,-14.67273,-34.77521,44.01786,-14.72451,-34.93576,44.04745,-14.51595,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.10271,16.11629,1.84942,-34.97649,44.89097,-14.69022,-34.75942,44.01608,-14.74722,-34.95263,44.04287,-14.51972,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.13369,16.28125,1.890599,-34.97367,44.88927,-14.72967,-34.76374,44.02806,-14.77452,-35.02811,43.99904,-14.50138,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.1619,16.41576,1.92096,-34.98347,44.8828,-14.75729,-34.77513,44.02405,-14.84123,-35.05097,43.98416,-14.49082,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.1806,16.57692,1.943497,-34.99918,44.87719,-14.76939,-34.8333,44.02719,-14.94761,-34.98428,43.98314,-14.50237,0,0,0,-28.721,44.641,-5.5209
